File name,Gene ID,Number of CpGs,Average number of CpGs,Length of Gene,Relative dyad concentration,How many highly conserved Ratio,Conservation against general presence,Number of conserved dyads,Number of early (<200) conserved dyads
gene_10030.fasta,ENSG00000158714,2339,8.96168582375479,750.0114942528736,2.774614472123369,0.0,0,0,0
gene_10031.fasta,ENSG00000158715,8903,34.111111111111114,1602.9885057471265,5.366485834840265,0.0,0,0,0
gene_10032.fasta,ENSG00000158716,3727,14.279693486590038,426.6896551724138,8.227373068432671,1.7660044150110374,4.65875,8,4
gene_10033.fasta,ENSG00000158717,5205,19.942528735632184,677.816091954023,7.2899159663865545,0.700280112044818,10.409999999999998,5,4
gene_10034.fasta,ENSG00000158747,3903,14.954022988505747,534.6091954022988,7.032432432432432,0.5405405405405406,13.009999999999998,3,1
gene_10035.fasta,ENSG00000158748,8623,33.03831417624521,1243.2758620689656,6.517762660619804,1.0582010582010581,6.159285714285715,14,4
gene_10038.fasta,ENSG00000158773,2469,9.459770114942529,921.7586206896551,2.6548387096774193,0.21505376344086022,12.344999999999999,2,2
gene_10039.fasta,ENSG00000158786,2926,11.210727969348659,492.2758620689655,5.3296903460837886,0.36429872495446264,14.63,2,0
gene_1004.fasta,ENSG00000067829,6421,24.60153256704981,1111.8275862068965,5.647317502198769,0.08795074758135445,64.21,1,0
gene_10040.fasta,ENSG00000158792,9099,34.86206896551724,1107.8275862068965,7.544776119402985,0.9121061359867331,8.271818181818182,11,8
gene_10041.fasta,ENSG00000158793,1671,6.402298850574713,957.0114942528736,1.7033639143730888,0.0,0,0,0
gene_10042.fasta,ENSG00000158796,3991,15.291187739463602,975.9540229885057,3.9358974358974357,0.39447731755424065,9.9775,4,1
gene_10043.fasta,ENSG00000158805,8125,31.130268199233715,1466.632183908046,4.87987987987988,0.06006006006006006,81.25,1,0
gene_10044.fasta,ENSG00000158806,931,3.5670498084291187,317.0,2.1701631701631703,0.0,0,0,0
gene_10045.fasta,ENSG00000158813,3830,14.67432950191571,925.919540229885,3.2735042735042734,0.08547008547008547,38.3,1,0
gene_10046.fasta,ENSG00000158815,4489,17.199233716475096,635.0574712643678,6.895545314900153,1.228878648233487,5.611249999999999,8,2
gene_10047.fasta,ENSG00000158816,16268,62.32950191570881,3052.2758620689656,4.735953420669578,0.1455604075691412,32.535999999999994,5,0
gene_10048.fasta,ENSG00000158825,2692,10.314176245210728,413.02298850574715,6.104308390022676,0.0,0,0,0
gene_10049.fasta,ENSG00000158828,9895,37.911877394636015,1598.7241379310344,5.686781609195402,0.0,0,0,0
gene_1005.fasta,ENSG00000067836,5593,21.42911877394636,840.7126436781609,6.47337962962963,0.4629629629629629,13.982500000000002,4,3
gene_10050.fasta,ENSG00000158850,2636,10.099616858237548,1159.1494252873563,2.230118443316413,0.0,0,0,0
gene_10051.fasta,ENSG00000158856,4048,15.509578544061302,1152.0229885057472,3.364921030756442,0.3325020781379884,10.12,4,3
gene_10052.fasta,ENSG00000158859,11647,44.62452107279694,2373.2988505747126,4.638391079251294,0.11947431302270012,38.82333333333333,3,1
gene_10053.fasta,ENSG00000158863,10144,38.86590038314176,2048.264367816092,4.696296296296296,0.1388888888888889,33.81333333333333,3,0
gene_10054.fasta,ENSG00000158864,4433,16.984674329501917,1352.6091954022988,3.19150467962563,0.0,0,0,0
gene_10056.fasta,ENSG00000158869,361,1.3831417624521072,158.32183908045977,2.0055555555555555,0.0,0,0,0
gene_10057.fasta,ENSG00000158874,537,2.057471264367816,230.4712643678161,1.9042553191489362,0.0,0,0,0
gene_10058.fasta,ENSG00000158882,2757,10.563218390804598,912.7011494252873,2.9741100323624594,0.5393743257820928,5.514,5,2
gene_1006.fasta,ENSG00000067840,13767,52.747126436781606,2163.0,5.913659793814433,0.1718213058419244,34.4175,4,1
gene_10060.fasta,ENSG00000158941,6935,26.57088122605364,2696.735632183908,2.515415306492564,0.03627130939426913,69.35,1,0
gene_10062.fasta,ENSG00000158966,14664,56.18390804597701,3522.6206896551726,3.873217115689382,0.15847860538827258,24.44,6,0
gene_10063.fasta,ENSG00000158985,1017,3.896551724137931,245.19540229885058,3.988235294117647,0.0,0,0,0
gene_10065.fasta,ENSG00000159023,3796,14.544061302681992,2273.689655172414,1.4747474747474747,0.03885003885003885,37.96,1,0
gene_10066.fasta,ENSG00000159055,2446,9.371647509578544,572.0689655172414,3.7400611620795106,0.0,0,0,0
gene_10067.fasta,ENSG00000159063,2714,10.398467432950191,1505.448275862069,1.7198986058301649,0.12674271229404308,13.570000000000002,2,2
gene_10068.fasta,ENSG00000159069,14033,53.76628352490422,1563.712643678161,8.249853027630806,0.11757789535567313,70.165,2,0
gene_10069.fasta,ENSG00000159079,3793,14.53256704980843,827.9080459770115,4.344788087056128,0.3436426116838488,12.643333333333333,3,3
gene_10070.fasta,ENSG00000159082,10753,41.1992337164751,4489.057471264367,2.222153337466419,0.04133085348212441,53.765,2,0
gene_10071.fasta,ENSG00000159086,8311,31.842911877394634,2635.4712643678163,3.017792302106028,0.2541757443718228,11.872857142857145,7,3
gene_10073.fasta,ENSG00000159111,1703,6.524904214559387,699.4827586206897,2.375174337517434,0.0,0,0,0
gene_10074.fasta,ENSG00000159128,2028,7.7701149425287355,641.7011494252873,2.458181818181818,0.0,0,0,0
gene_10075.fasta,ENSG00000159131,6982,26.75095785440613,2896.32183908046,2.3042904290429043,0.0,0,0,0
gene_10076.fasta,ENSG00000159140,5441,20.846743295019156,6949.517241379311,0.7531838316722038,0.06921373200442968,10.882000000000001,5,2
gene_10077.fasta,ENSG00000159147,4959,19.0,1529.6781609195402,2.9623655913978495,0.11947431302270012,24.795,2,0
gene_10078.fasta,ENSG00000159164,10423,39.934865900383144,2177.4942528735633,4.676087931807985,0.22431583669807087,20.846,5,0
gene_1008.fasta,ENSG00000067900,1936,7.417624521072797,3683.0114942528735,0.47661250615460365,0.0,0,0,0
gene_10080.fasta,ENSG00000159167,2690,10.306513409961687,733.264367816092,3.6155913978494625,0.4032258064516129,8.966666666666667,3,0
gene_10081.fasta,ENSG00000159173,2831,10.846743295019158,510.7471264367816,5.156648451730419,0.0,0,0,0
gene_10082.fasta,ENSG00000159176,4160,15.938697318007662,550.4367816091954,7.147766323024055,0.1718213058419244,41.6,1,0
gene_10084.fasta,ENSG00000159184,4803,18.402298850574713,842.6551724137931,5.617543859649123,0.3508771929824561,16.01,3,2
gene_10085.fasta,ENSG00000159189,5100,19.54022988505747,720.7701149425287,6.9105691056910565,0.27100271002710025,25.5,2,0
gene_10086.fasta,ENSG00000159197,1343,5.145593869731801,360.9655172413793,3.610215053763441,0.0,0,0,0
gene_10087.fasta,ENSG00000159199,1162,4.452107279693487,395.82758620689657,2.827250608272506,0.48661800486618007,5.81,2,0
gene_10089.fasta,ENSG00000159202,6491,24.869731800766285,980.3563218390805,6.094835680751173,0.6572769953051643,9.272857142857143,7,4
gene_1009.fasta,ENSG00000067955,2802,10.735632183908047,484.8045977011494,5.306818181818182,2.083333333333333,2.5472727272727274,11,10
gene_10090.fasta,ENSG00000159208,1329,5.091954022988506,1107.0919540229886,1.1506493506493507,0.0,0,0,0
gene_10091.fasta,ENSG00000159210,3461,13.260536398467433,759.0,4.454311454311454,0.6435006435006435,6.922,5,2
gene_10092.fasta,ENSG00000159212,7051,27.015325670498083,905.8275862068965,5.920235096557515,0.08396305625524769,70.51,1,0
gene_10093.fasta,ENSG00000159214,1443,5.528735632183908,749.3333333333334,1.6818181818181819,0.0,0,0,0
gene_10094.fasta,ENSG00000159216,10756,41.21072796934866,1257.6666666666667,7.453915453915454,1.386001386001386,5.378,20,6
gene_10095.fasta,ENSG00000159217,8949,34.28735632183908,1654.7011494252874,5.160899653979238,0.5767012687427913,8.949,10,9
gene_10096.fasta,ENSG00000159224,649,2.4865900383141764,296.39080459770116,1.8649425287356323,0.0,0,0,0
gene_10100.fasta,ENSG00000159248,2289,8.770114942528735,956.7126436781609,2.369565217391304,0.5175983436853002,4.577999999999999,5,4
gene_10101.fasta,ENSG00000159251,5581,21.38314176245211,1102.471264367816,4.921516754850088,0.6172839506172839,7.972857142857142,7,7
gene_10102.fasta,ENSG00000159256,5563,21.314176245210728,2562.5057471264367,1.976901208244492,0.0,0,0,0
gene_10103.fasta,ENSG00000159259,6540,25.057471264367816,1507.7586206896551,3.9068100358422937,0.05973715651135006,65.39999999999999,1,0
gene_10104.fasta,ENSG00000159261,7095,27.183908045977013,687.7586206896551,9.936974789915967,2.380952380952381,4.173529411764706,17,4
gene_10105.fasta,ENSG00000159263,15789,60.49425287356322,1677.3793103448277,7.902402402402402,0.2502502502502503,31.577999999999996,5,0
gene_10106.fasta,ENSG00000159267,9206,35.272030651341,1774.6896551724137,4.250230840258541,0.0,0,0,0
gene_1011.fasta,ENSG00000068001,6122,23.455938697318008,1377.0689655172414,4.305203938115331,0.0,0,0,0
gene_10110.fasta,ENSG00000159322,6786,26.0,1397.0,4.560483870967742,0.20161290322580644,22.62,3,0
gene_10111.fasta,ENSG00000159335,1666,6.383141762452107,230.6551724137931,6.383141762452107,1.1494252873563218,5.553333333333334,3,3
gene_10112.fasta,ENSG00000159337,6103,23.38314176245211,2144.367816091954,2.508425811755035,0.0,0,0,0
gene_10114.fasta,ENSG00000159346,4574,17.52490421455939,1114.8275862068965,4.054964539007092,0.26595744680851063,15.246666666666668,3,0
gene_10115.fasta,ENSG00000159348,2777,10.639846743295019,885.5862068965517,3.0651214128035322,0.0,0,0,0
gene_10116.fasta,ENSG00000159352,4621,17.704980842911876,1116.0919540229886,4.042869641294838,0.17497812773403326,23.104999999999997,2,1
gene_10117.fasta,ENSG00000159363,21648,82.94252873563218,3260.9310344827586,6.162254483347566,0.2846569883290635,21.648,10,3
gene_10118.fasta,ENSG00000159374,1637,6.272030651340996,1348.0,1.0493589743589744,0.0,0,0,0
gene_10119.fasta,ENSG00000159377,4058,15.547892720306514,769.5402298850574,5.182630906768837,0.5108556832694764,10.145,4,2
gene_10120.fasta,ENSG00000159387,8112,31.080459770114942,1238.7816091954023,6.09009009009009,0.3003003003003003,20.28,4,1
gene_10121.fasta,ENSG00000159388,3200,12.260536398467433,455.4942528735632,6.751054852320675,1.0548523206751055,6.4,5,5
gene_10125.fasta,ENSG00000159423,12498,47.88505747126437,1571.7701149425288,7.547101449275362,0.6642512077294686,11.361818181818183,11,0
gene_10127.fasta,ENSG00000159445,696,2.6666666666666665,498.3103448275862,1.2146596858638743,0.0,0,0,0
gene_1013.fasta,ENSG00000068028,5281,20.233716475095786,993.5172413793103,5.102415458937198,0.5797101449275363,8.801666666666666,6,1
gene_10130.fasta,ENSG00000159459,3413,13.076628352490422,4655.896551724138,0.6500952380952381,0.0,0,0,0
gene_10131.fasta,ENSG00000159461,7854,30.091954022988507,1776.896551724138,4.065217391304348,0.0,0,0,0
gene_10132.fasta,ENSG00000159479,946,3.624521072796935,797.7586206896551,1.1722428748451053,0.12391573729863693,9.459999999999999,1,1
gene_10133.fasta,ENSG00000159495,6955,26.64750957854406,2033.1494252873563,3.279113625648279,0.0,0,0,0
gene_10137.fasta,ENSG00000159556,13084,50.13026819923372,1032.5977011494253,12.114814814814816,3.7037037037037033,3.271000000000001,40,9
gene_10138.fasta,ENSG00000159579,4394,16.835249042145595,1668.8045977011495,2.53841709994223,0.11554015020219525,21.970000000000002,2,0
gene_1014.fasta,ENSG00000068078,19558,74.93486590038314,2215.4137931034484,8.058508446641945,0.288421920065925,27.94,7,0
gene_10140.fasta,ENSG00000159592,1872,7.172413793103448,1376.528735632184,1.3136842105263158,0.14035087719298245,9.360000000000001,2,1
gene_10141.fasta,ENSG00000159593,1797,6.885057471264368,1544.0804597701149,1.1133828996282529,0.12391573729863693,8.985,2,1
gene_10142.fasta,ENSG00000159596,215,0.8237547892720306,648.5862068965517,0.30626780626780625,0.0,0,0,0
gene_10143.fasta,ENSG00000159618,5680,21.762452107279692,1212.4367816091954,4.036958066808813,0.0,0,0,0
gene_10144.fasta,ENSG00000159625,11157,42.747126436781606,2327.862068965517,4.314385150812065,0.07733952049497293,55.785,2,0
gene_10145.fasta,ENSG00000159640,18801,72.03448275862068,3684.2528735632186,4.839382239382239,0.18018018018018017,26.858571428571427,7,4
gene_10146.fasta,ENSG00000159648,4423,16.946360153256705,589.919540229885,6.857364341085272,0.6201550387596899,11.057500000000001,4,0
gene_10147.fasta,ENSG00000159650,10492,40.1992337164751,1844.551724137931,5.120546608101513,0.0,0,0,0
gene_10148.fasta,ENSG00000159674,8240,31.57088122605364,876.9425287356322,8.530020703933747,0.10351966873706005,82.39999999999999,1,0
gene_1015.fasta,ENSG00000068079,2112,8.091954022988507,742.4252873563219,2.5415162454873648,0.0,0,0,0
gene_10151.fasta,ENSG00000159708,2518,9.647509578544062,2102.0919540229884,1.1176209498446517,0.0,0,0,0
gene_10152.fasta,ENSG00000159713,2483,9.513409961685824,529.3908045977012,4.676082862523541,0.18832391713747645,24.830000000000002,1,1
gene_10153.fasta,ENSG00000159714,7884,30.20689655172414,1304.287356321839,5.615384615384615,0.7122507122507122,7.8839999999999995,10,0
gene_10154.fasta,ENSG00000159720,6333,24.264367816091955,1053.367816091954,5.674731182795699,0.35842293906810035,15.8325,4,3
gene_10155.fasta,ENSG00000159723,1245,4.7701149425287355,370.82758620689657,3.1203007518796992,0.2506265664160401,12.450000000000001,1,0
gene_10157.fasta,ENSG00000159753,15872,60.81226053639847,4034.632183908046,3.757575757575758,0.35511363636363635,10.581333333333335,15,3
gene_10158.fasta,ENSG00000159761,1272,4.873563218390805,753.7701149425287,1.525179856115108,0.0,0,0,0
gene_1016.fasta,ENSG00000068097,9072,34.758620689655174,3294.0344827586205,2.5605419136325147,0.14112334180073383,18.144000000000002,5,3
gene_10160.fasta,ENSG00000159784,4826,18.490421455938698,1063.4022988505747,4.456140350877193,0.18467220683287164,24.13,2,0
gene_10162.fasta,ENSG00000159792,3747,14.35632183908046,1246.7816091954023,2.938823529411765,0.0,0,0,0
gene_10165.fasta,ENSG00000159871,4364,16.720306513409962,612.080459770115,5.913279132791328,0.0,0,0,0
gene_10166.fasta,ENSG00000159873,3208,12.291187739463602,785.4022988505748,3.8327359617682197,0.23894862604540024,16.04,2,2
gene_10168.fasta,ENSG00000159884,2035,7.796934865900383,673.9655172413793,2.5501253132832082,0.37593984962406013,6.783333333333334,3,3
gene_1017.fasta,ENSG00000068120,7238,27.731800766283524,1642.7356321839081,4.188657407407407,0.28935185185185186,14.475999999999999,5,1
gene_10170.fasta,ENSG00000159899,8530,32.68199233716475,3091.5402298850577,2.7131043256997454,0.2862595419847328,9.477777777777778,9,1
gene_10173.fasta,ENSG00000159917,6500,24.904214559386972,1924.9885057471265,2.9802842732691426,0.0,0,0,0
gene_10174.fasta,ENSG00000159921,5481,21.0,2097.5402298850577,2.475609756097561,0.0,0,0,0
gene_10175.fasta,ENSG00000159958,2850,10.919540229885058,379.6666666666667,5.828220858895706,0.0,0,0,0
gene_10177.fasta,ENSG00000160007,13147,50.371647509578544,4313.770114942528,2.9215555555555555,0.044444444444444446,65.735,2,0
gene_10178.fasta,ENSG00000160013,9156,35.08045977011494,1039.0229885057472,7.989528795811518,1.0471204188481675,7.63,12,3
gene_1018.fasta,ENSG00000068137,16608,63.632183908045974,2254.597701149425,6.972292191435768,1.2174643157010916,5.7268965517241375,29,11
gene_10180.fasta,ENSG00000160049,3311,12.685823754789272,873.2183908045977,3.427536231884058,0.10351966873706005,33.11,1,1
gene_10181.fasta,ENSG00000160050,1994,7.639846743295019,556.0344827586207,3.479930191972077,0.17452006980802792,19.94,1,0
gene_10184.fasta,ENSG00000160058,3385,12.969348659003831,1238.1494252873563,2.581998474446987,0.07627765064836003,33.85,1,1
gene_10185.fasta,ENSG00000160062,2807,10.754789272030651,1262.6896551724137,2.116892911010558,0.0,0,0,0
gene_10187.fasta,ENSG00000160075,2867,10.984674329501916,575.8275862068965,4.900854700854701,0.0,0,0,0
gene_10188.fasta,ENSG00000160087,3345,12.816091954022989,762.6666666666666,4.272030651340996,0.2554278416347382,16.725,2,0
gene_10189.fasta,ENSG00000160094,5147,19.720306513409962,1181.8735632183907,4.114308553157474,0.7993605115907274,5.147,10,1
gene_1019.fasta,ENSG00000068305,2784,10.666666666666666,1388.2528735632184,1.8597194388777556,0.06680026720106881,27.84,1,0
gene_10193.fasta,ENSG00000160124,863,3.3065134099616857,427.2183908045977,1.9839080459770115,0.6896551724137931,2.8766666666666665,3,3
gene_10194.fasta,ENSG00000160131,1632,6.252873563218391,367.01149425287355,4.059701492537314,0.24875621890547264,16.32,1,1
gene_10196.fasta,ENSG00000160161,30198,115.70114942528735,3250.7816091954023,8.753043478260869,0.8115942028985508,10.784999999999998,28,2
gene_1020.fasta,ENSG00000068308,10136,38.83524904214559,1531.6206896551723,5.906759906759906,0.05827505827505827,101.36,1,0
gene_10200.fasta,ENSG00000160183,9921,38.01149425287356,1259.4942528735633,7.348888888888889,0.14814814814814814,49.605000000000004,2,0
gene_10201.fasta,ENSG00000160185,9975,38.2183908045977,1608.2183908045977,5.504966887417218,0.05518763796909492,99.75,1,0
gene_10202.fasta,ENSG00000160188,5166,19.79310344827586,658.2988505747127,7.358974358974359,0.0,0,0,0
gene_10203.fasta,ENSG00000160190,11211,42.95402298850575,1251.6781609195402,7.934182590233545,0.5661712668082095,14.01375,8,0
gene_10204.fasta,ENSG00000160191,8341,31.957854406130267,1333.9195402298851,5.527501656726309,0.19880715705765406,27.803333333333335,3,0
gene_10205.fasta,ENSG00000160193,6013,23.038314176245212,941.4252873563219,5.567592592592592,0.0925925925925926,60.12999999999999,1,1
gene_10207.fasta,ENSG00000160199,6337,24.279693486590038,1229.2068965517242,4.833714721586575,0.0,0,0,0
gene_1021.fasta,ENSG00000068323,5261,20.157088122605366,1639.9195402298851,3.044560185185185,0.40509259259259256,7.515714285714286,7,6
gene_10211.fasta,ENSG00000160207,2812,10.773946360153257,846.9540229885057,2.910973084886128,0.0,0,0,0
gene_10212.fasta,ENSG00000160208,4852,18.590038314176244,1261.2528735632184,3.152696556205328,0.0649772579597141,48.52,1,1
gene_10213.fasta,ENSG00000160209,6988,26.773946360153257,842.9655172413793,7.4419595314164,0.21299254526091588,34.94,2,0
gene_10214.fasta,ENSG00000160211,9779,37.46743295019157,1449.4367816091954,6.256557901471529,0.0,0,0,0
gene_10215.fasta,ENSG00000160213,2426,9.295019157088122,270.2988505747126,8.168350168350168,0.0,0,0,0
gene_10216.fasta,ENSG00000160214,4282,16.406130268199234,733.4827586206897,5.209245742092458,0.12165450121654502,42.82,1,0
gene_10217.fasta,ENSG00000160216,7049,27.007662835249043,1019.3563218390805,6.2325375773651635,0.08841732979664013,70.49000000000001,1,0
gene_10218.fasta,ENSG00000160218,17811,68.24137931034483,3483.4942528735633,4.711904761904762,0.052910052910052914,89.05499999999999,2,0
gene_10219.fasta,ENSG00000160219,5325,20.402298850574713,1428.83908045977,3.049828178694158,0.0,0,0,0
gene_1022.fasta,ENSG00000068354,8336,31.938697318007662,1946.448275862069,4.038759689922481,0.0,0,0,0
gene_10222.fasta,ENSG00000160224,9700,37.16475095785441,1223.896551724138,6.558485463150777,0.2704530087897228,24.25,4,4
gene_10223.fasta,ENSG00000160226,2909,11.145593869731801,492.5402298850575,5.269927536231884,0.18115942028985507,29.09,1,1
gene_10225.fasta,ENSG00000160233,6720,25.74712643678161,738.6666666666666,8.715953307392995,0.38910505836575876,22.4,3,0
gene_10226.fasta,ENSG00000160255,17824,68.2911877394636,1908.0804597701149,8.127678978568172,0.13679890560875513,59.413333333333334,3,0
gene_10227.fasta,ENSG00000160256,3052,11.693486590038313,496.5057471264368,4.821484992101106,0.0,0,0,0
gene_10231.fasta,ENSG00000160285,11153,42.73180076628353,1939.6781609195402,5.14200092208391,0.04610419548178884,111.53000000000002,1,0
gene_10232.fasta,ENSG00000160293,14623,56.02681992337165,2143.0114942528735,5.661246612466124,0.07742934572202864,73.115,2,0
gene_10238.fasta,ENSG00000160310,7323,28.057471264367816,1128.896551724138,5.910411622276029,0.08071025020177562,73.23,1,0
gene_10239.fasta,ENSG00000160318,2877,11.022988505747126,411.86206896551727,5.99375,0.20833333333333334,28.77,1,0
gene_1024.fasta,ENSG00000068383,7559,28.961685823754788,1012.0459770114943,6.1008878127522195,0.08071025020177562,75.59,1,0
gene_10246.fasta,ENSG00000160345,2384,9.134099616858238,368.60919540229884,5.930348258706467,0.4975124378109453,11.919999999999998,2,2
gene_1025.fasta,ENSG00000068394,4015,15.383141762452107,1291.1494252873563,2.8116246498599438,0.0700280112044818,40.15,1,0
gene_10250.fasta,ENSG00000160392,5631,21.57471264367816,1142.7011494252874,4.727959697732998,0.16792611251049538,28.155,2,0
gene_10251.fasta,ENSG00000160396,13042,49.969348659003835,1746.7356321839081,7.057359307359308,0.27056277056277056,26.084000000000003,5,0
gene_10253.fasta,ENSG00000160404,5361,20.54022988505747,943.2183908045977,5.549689440993789,0.5175983436853002,10.722,5,5
gene_10254.fasta,ENSG00000160408,5752,22.038314176245212,983.4827586206897,5.370681605975723,0.7469654528478058,7.1899999999999995,8,1
gene_10255.fasta,ENSG00000160410,12374,47.40996168582375,1961.3103448275863,5.900810681926561,0.19074868860276584,30.935000000000002,4,2
gene_10257.fasta,ENSG00000160445,11809,45.24521072796935,2228.022988505747,5.1388163620539595,0.2175805047867711,23.618,5,1
gene_10258.fasta,ENSG00000160446,3588,13.74712643678161,817.2298850574713,4.302158273381295,0.2398081534772182,17.94,2,2
gene_10259.fasta,ENSG00000160447,11398,43.67049808429119,2536.2988505747126,4.293032015065913,0.0,0,0,0
gene_1026.fasta,ENSG00000068400,4693,17.980842911877396,2356.7471264367814,1.8578780680918447,0.0,0,0,0
gene_10260.fasta,ENSG00000160460,52186,199.9463601532567,6566.827586206897,6.800364868386761,0.6254886630179828,10.872083333333334,48,0
gene_10261.fasta,ENSG00000160469,12571,48.16475095785441,2168.2528735632186,5.290824915824916,0.33670033670033667,15.713750000000003,8,0
gene_10262.fasta,ENSG00000160471,1328,5.088122605363985,210.97701149425288,5.03030303030303,1.1363636363636365,4.426666666666666,3,3
gene_10265.fasta,ENSG00000160539,6538,25.049808429118773,759.6896551724138,8.012254901960784,0.7352941176470588,10.896666666666667,6,0
gene_10267.fasta,ENSG00000160563,3227,12.363984674329503,688.6896551724138,4.013681592039801,0.3731343283582089,10.756666666666668,3,3
gene_10268.fasta,ENSG00000160570,6808,26.084291187739463,927.3678160919541,6.939857288481142,1.325178389398573,5.236923076923077,13,7
gene_10269.fasta,ENSG00000160588,1790,6.85823754789272,659.2758620689655,2.5608011444921317,0.0,0,0,0
gene_1027.fasta,ENSG00000068438,3050,11.685823754789272,943.551724137931,3.109072375127421,0.10193679918450561,30.499999999999996,1,0
gene_10271.fasta,ENSG00000160602,7217,27.65134099616858,1999.0459770114942,3.481427882296189,0.0964785335262904,36.085,2,2
gene_10272.fasta,ENSG00000160606,3595,13.773946360153257,731.1954022988506,4.831989247311828,0.8064516129032258,5.991666666666667,6,5
gene_10273.fasta,ENSG00000160613,10816,41.440613026819925,2182.8735632183907,4.664079344545063,0.043122035360069,108.16,1,0
gene_10274.fasta,ENSG00000160633,12757,48.877394636015325,2229.8275862068967,4.632171387073348,0.03631082062454612,127.57,1,0
gene_10275.fasta,ENSG00000160654,641,2.4559386973180075,398.37931034482756,1.3609341825902335,0.0,0,0,0
gene_10276.fasta,ENSG00000160678,1271,4.869731800766283,298.2758620689655,3.716374269005848,0.0,0,0,0
gene_10277.fasta,ENSG00000160679,1558,5.969348659003831,735.3333333333334,2.0773333333333333,0.5333333333333333,3.895,4,0
gene_10278.fasta,ENSG00000160683,5738,21.984674329501917,1005.9425287356322,5.576287657920311,0.0,0,0,0
gene_10279.fasta,ENSG00000160685,9557,36.616858237547895,1607.0114942528735,5.56934731934732,0.4079254079254079,13.652857142857146,7,0
gene_1028.fasta,ENSG00000068489,764,2.9272030651340994,966.0344827586207,0.7054478301015698,0.0,0,0,0
gene_10280.fasta,ENSG00000160688,5857,22.440613026819925,1604.9540229885058,3.511390887290168,0.1199040767386091,29.285000000000004,2,0
gene_10281.fasta,ENSG00000160691,6845,26.226053639846743,1705.7011494252874,3.9002849002849005,0.39886039886039887,9.778571428571428,7,0
gene_10283.fasta,ENSG00000160703,10471,40.11877394636015,2759.4137931034484,3.5761612021857925,0.0,0,0,0
gene_10284.fasta,ENSG00000160710,14620,56.015325670498086,3227.1494252873563,4.165242165242165,0.17094017094017094,24.366666666666664,6,0
gene_10285.fasta,ENSG00000160712,5874,22.50574712643678,1026.7931034482758,4.628841607565012,0.0,0,0,0
gene_10286.fasta,ENSG00000160714,6899,26.43295019157088,1206.5632183908046,5.436564223798267,1.260835303388495,4.311875000000001,16,4
gene_10287.fasta,ENSG00000160716,12476,47.8007662835249,1405.7011494252874,8.284196547144754,1.0624169986719787,7.7975,16,0
